essayID,random_id,condition,chars_produced_inclu_spac,chars_produced_per_min_inclu_spac,chars_produced_exclu_spac,chars_produced_per_min_exclu_spac,total_words_produced,total_words_produced_per_min,mean_word_length,median_word_length,sd_word_length,total_sents_produced,mean_chars_per_sent,median_chars_per_sent,sd_chars_per_sent,mean_words_per_sent,median_words_per_sent,sd_words_per_sent,total_paras_produced,mean_chars_per_para,median_chars_per_para,sd_chars_per_para,mean_words_per_para,median_words_per_para,sd_words_per_para,mean_sents_per_para,median_sents_per_para,sd_sents_per_para,total_process_time_secs,num_of_Pbursts,mean_length_Pbursts_secs,median_length_Pbursts_secs,sd_length_Pbursts_secs,mean_length_Pbursts_chars,median_length_Pbursts_chars,sd_length_Pbursts_chars,total_process_time_in_secs_threshold200,total_pause_time_in_secs_threshold200,total_number_of_pauses_threshold200,mean_pause_time_in_secs_threshold200,median_pause_time_in_secs_threshold200,sd_pause_time_threshold200,num_of_pause_within_words_threshold200,mean_pause_time_within_words_threshold200,median_pause_time_within_words_threshold200,sd_pause_time_within_words_threshold200,num_of_pause_before_words_threshold200,mean_pause_time_before_words_threshold200,median_pause_time_before_words_threshold200,sd_pause_time_before_words_threshold200,num_of_pause_after_words_threshold200,mean_pause_time_after_words_threshold200,median_pause_time_after_words_threshold200,sd_pause_time_after_words_threshold200,num_of_pause_between_words_threshold200,mean_pause_time_between_words_threshold200,median_pause_time_between_words_threshold200,sd_pause_time_betweenr_words_threshold200,num_of_pause_before_sents_threshold200,mean_pause_time_before_sents_threshold200,median_pause_time_before_sents_threshold200,sd_pause_time_before_sents_threshold200,num_of_pause_after_sents_threshold200,mean_pause_time_after_sents_threshold200,median_pause_time_after_sents_threshold200,sd_pause_time_after_sents_threshold200,num_of_pause_between_sents_threshold200,mean_pause_time_between_sents_threshold200,median_pause_time_between_sents_threshold200,sd_pause_time_between_sents_threshold200,num_of_pause_before_paras_threshold200,mean_pause_time_before_paras_threshold200,median_pause_time_before_paras_threshold200,sd_pause_time_before_paras_threshold200,num_of_pause_after_paras_threshold200,mean_pause_time_after_paras_threshold200,median_pause_time_after_paras_threshold200,sd_pause_time_after_paras_threshold200,num_of_pause_between_paras_threshold200,mean_pause_time_between_paras_threshold200,median_pause_time_between_paras_threshold200,sd_pause_time_between_paras_threshold200,total_process_time_in_secs_threshold2000,total_pause_time_in_secs_threshold2000,total_number_of_pauses_threshold2000,mean_pause_time_in_secs_threshold2000,median_pause_time_in_secs_threshold2000,sd_pause_time_threshold2000,num_of_pause_within_words_threshold2000,mean_pause_time_within_words_threshold2000,median_pause_time_within_words_threshold2000,sd_pause_time_within_words_threshold2000,num_of_pause_before_words_threshold2000,mean_pause_time_before_words_threshold2000,median_pause_time_before_words_threshold2000,sd_pause_time_before_words_threshold2000,num_of_pause_after_words_threshold2000,mean_pause_time_after_words_threshold2000,median_pause_time_after_words_threshold2000,sd_pause_time_after_words_threshold2000,num_of_pause_between_words_threshold2000,mean_pause_time_between_words_threshold2000,median_pause_time_between_words_threshold2000,sd_pause_time_betweenr_words_threshold2000,num_of_pause_before_sents_threshold2000,mean_pause_time_before_sents_threshold2000,median_pause_time_before_sents_threshold2000,sd_pause_time_before_sents_threshold2000,num_of_pause_after_sents_threshold2000,mean_pause_time_after_sents_threshold2000,median_pause_time_after_sents_threshold2000,sd_pause_time_after_sents_threshold2000,num_of_pause_between_sents_threshold2000,mean_pause_time_between_sents_threshold2000,median_pause_time_between_sents_threshold2000,sd_pause_time_between_sents_threshold2000,num_of_pause_before_paras_threshold2000,mean_pause_time_before_paras_threshold2000,median_pause_time_before_paras_threshold2000,sd_pause_time_before_paras_threshold2000,num_of_pause_after_paras_threshold2000,mean_pause_time_after_paras_threshold2000,median_pause_time_after_paras_threshold2000,sd_pause_time_after_paras_threshold2000,num_of_pause_between_paras_threshold2000,mean_pause_time_between_paras_threshold2000,median_pause_time_between_paras_threshold2000,sd_pause_time_between_paras_threshold2000,total_strokes,average_strokes_per_min,sd_strokes_per_min_5_intervals,sd_strokes_per_min_10_intervals,num_of_revisions,num_of_deletions,total_deletions_chars_inclu_space,total_deletions_chars_exclu_space,total_deletions_words,mean_deletion_length_chars,median_deletion_length_chars,mean_deletion_length_chars_exclu_space,median_deletion_length_chars_exclu_space,num_of_insertions,total_insertions_chars_inclu_space,total_insertions_chars_exclu_space,total_insertions_words,mean_insertion_length_chars,median_insertion_length_chars,mean_insertion_length_chars_exclu_space,median_insertion_length_chars_exclu_space,num_of_Rburst,mean_length_Rburst_sec,median_length_Rburst_sec,sd_length_Rburst_sec,mean_length_Rburst_chars,median_length_Rburst_chars,sd_length_Rburst_chars,product_process_ratio
423,1.813E+14,transcribed,2617,131.404,2192,110.064,417,20.938,5.101,4,2.768,13,201.308,141,110.713,32.077,27,22.455,4,654.25,523.5,80.086,104.25,101,18.807,3.25,3,1.09,1194.941,52,22.979,14.679,9.175,50.327,31,40.725,1194,1024.205,1657,0.618,0.315,0.315,858,0.411,0.274,0.352,316,0.392,0.28,0.417,350,1.059,0.739,1.571,394,1.434,1.08,1.944,12,2.208,0.278,5.933,10,0.912,0.879,0.463,9,3.732,1.562,6.529,3,0.878,0.793,0.558,5,0.951,0.477,0.777,3,2.228,2.077,0.269,1194,231.449,52,4.45,2.516,2.516,6,2.44,2.276,0.377,3,3.617,3.135,1.397,30,3.908,2.516,4.154,385,3.469,2.748,2.035,1,21.84,21.84,NA,0,NA,NA,NA,9,5.288,2.574,6.724,0,NA,NA,NA,1,2.364,2.364,NA,3,3.558,3.929,0.679,2194,111,7.57,13.79,55,55,8,8,1,0.145,0,0.145,0,0,0,0,0,0,0,0,0,79,13.532,8.286,16.912,26.823,19,29.04,0.971201213
424,2.51918E+14,transcribed,1342,277.395,1097,226.753,239,49.402,4.485,4,2.54,13,103.231,67,59.879,18.385,16,12.313,6,223.667,191.5,63.041,39.833,44,12.24,2.167,2,0.687,290.272,5,58.054,21.59,32.952,335.5,163.5,162.799,290,147.261,363,0.405,0.289,0.289,147,0.339,0.249,0.259,83,0.396,0.291,0.249,41,0.513,0.303,0.627,217,0.756,0.541,0.618,5,0.519,0.229,0.532,7,0.404,0.306,0.269,10,0.847,0.514,1.005,2,0.22,0.22,NA,2,0.936,0.936,NA,2,1.145,1.145,NA,290,11.844,4,2.961,2.947,2.947,1,2.385,2.385,NA,0,NA,NA,NA,2,2.976,2.976,NA,98,3.084,2.6,0.704,0,NA,NA,NA,0,NA,NA,NA,4,3.104,3.098,0.667,0,NA,NA,NA,0,NA,NA,NA,1,2.463,2.463,NA,1098,229,17.84,18.83,42,41,65,55,19,1.585,1,1.341,1,1,1,1,0,1,1,1,1,49,4.918,3.466,4.786,21.714,16,19.633,0.941176471
425,7.75029E+14,transcribed,1557,786.827,1418,716.584,139,70.243,10.187,6,10.57,1,1557,1418,NA,139,139,NA,6,259.5,194.5,220.418,23.167,20,21.248,0.167,0,0.373,118.73,1,118.73,0,NA,1557,0,NA,118,32.04,77,0.416,0.248,0.248,23,0.289,0.232,0.269,27,0.315,0.248,0.177,8,0.349,0.213,0.322,128,0.31,0.289,0.082,1,2.946,2.946,NA,0,NA,NA,NA,0,NA,NA,NA,4,0.692,0.565,0.412,0,NA,NA,NA,2,0.581,0.581,NA,118,2.946,1,2.946,2.946,2.946,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,2.946,2.946,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1418,735,96.58,221.26,4,4,201,183,18,50.25,24,45.75,18.5,0,0,0,0,0,0,0,0,10,9.4,6.5105,9.877,141.4,95.5,147.219,0.859435173
426,2.55332E+14,transcribed,2066,121.688,1681,99.012,381,22.441,4.302,4,2.3,17,121.529,92,41.151,22.412,22,9.617,6,344.333,323,166.841,63.5,70.5,37.933,2.833,3,1.675,1018.667,32,31.833,13.632,33.796,64.563,46.5,56.132,1018,811.549,706,1.149,0.337,0.337,242,0.436,0.256,0.565,207,0.466,0.281,0.627,117,4.169,0.642,23.123,338,2.575,0.901,13.207,10,1.525,0.315,2.725,12,0.673,0.581,0.356,9,2.307,1.134,3.042,7,1.474,0.776,1.753,7,0.808,0.663,0.39,4,2.875,2.066,1.848,1018,491.463,32,15.358,3.86,3.86,4,4.222,3.884,0.987,5,3.753,3.88,1.368,16,26.605,3.905,57.671,285,19.427,3.832,50.908,2,5.873,5.873,NA,0,NA,NA,NA,8,5.299,4.208,2.503,1,5.653,5.653,NA,0,NA,NA,NA,3,5.294,4.337,1.895,1682,100,55.73,72.5,44,44,80,62,30,1.818,1,1.409,1,0,0,0,0,0,0,0,0,53,17.283,6.994,36.777,30.887,13,41.895,0.943880019
427,8.44098E+14,transcribed,2634,47.381,2202,39.61,405,7.285,5.284,4,3.463,20,131.7,85.5,86.465,20.25,15.5,17.361,3,878,791,202.861,135,151,35.336,6.667,6,2.494,3335.499,409,8.155,4.905,NA,6.44,4,6.129,3335,3308.096,2757,1.199,0.728,0.728,1690,1.008,0.592,1.197,393,1.121,0.784,1.256,431,1.637,1.16,2.056,377,2.592,2.208,1.725,15,2.26,1.088,3.41,16,3.49,2.82,3.961,8,5.562,3.984,3.725,2,2.06,2.06,NA,3,2.074,1.951,0.191,1,3.616,3.616,NA,3335,1484.774,409,3.63,2.679,2.679,214,3.17,2.492,2.142,33,3.921,3.024,2.936,98,3.755,2.837,3.476,377,4.394,3.846,2.605,6,4.745,2.716,4.3,12,4.279,2.948,4.282,8,6.555,5.676,4.112,1,2.432,2.432,NA,1,2.344,2.344,NA,1,4.032,4.032,NA,2204,40,3.92,4.05,104,101,126,115,30,1.248,1,1.139,1,3,0,0,0,0,0,0,0,107,26.879,17.694,26.548,19.832,12,19.535,0.93892261
428,1.6494E+14,transcribed,2202,80.404,1807,65.981,391,14.277,4.54,4,2.359,18,122.333,96.5,36.99,21.722,22,8.225,4,550.5,453.5,127.109,97.75,94,27.031,4.5,4,1.658,1643.195,106,15.501,8.264,7.666,20.774,13,22.516,1643,1590.094,1962,0.81,0.336,0.336,1147,0.42,0.296,0.435,366,1.779,0.992,4.313,332,0.554,0.296,1.173,350,2.258,1.418,4.41,18,3.046,0.36,9.275,14,1.237,1.077,0.709,14,4.541,1.491,10.704,3,0.846,0.658,0.606,7,2.44,0.951,2.866,3,3.076,2.778,0.9,1643,674.45,106,6.362,3.309,3.309,13,3.34,2.929,1.137,56,6.613,3.432,9.636,13,5.149,3.6,3.406,271,5.594,4.023,5.23,2,24.184,24.184,NA,3,2.454,2.418,0.185,11,6.821,3.088,11.478,0,NA,NA,NA,3,4.984,4.08,2.782,2,3.537,3.537,NA,1809,67,2.58,4.83,38,35,29,28,2,0.829,1,0.8,1,3,12,10,2,4,1,3.333,1,47,30.362,22.926,38.239,37.447,24,43.221,0.982750794
429,6.96979E+14,transcribed,3315,139.422,2721,114.44,569,23.931,4.691,4,2.873,26,127.5,83.5,60.923,21.885,19.5,12.448,5,663,505,164.989,113.8,109,31.632,5.2,6,1.939,1426.6,51,27.972,10.828,29.297,65,22,84.849,1426,1172.25,2077,0.564,0.339,0.339,1070,0.365,0.25,0.297,441,0.804,0.581,0.866,295,0.693,0.341,0.662,494,1.408,1.196,1.078,33,0.746,0.489,0.791,21,1.553,1.502,0.672,20,2.404,2.498,0.719,2,0.837,0.837,NA,10,0.969,1.017,0.485,4,1.008,1.134,0.373,1426,157.354,51,3.085,2.6,2.6,3,3.528,3.932,1.065,22,3.455,2.741,2.055,13,2.768,2.382,0.778,483,3.05,2.818,0.937,3,2.896,2.781,0.717,5,2.443,2.337,0.482,20,3.324,2.964,0.857,0,NA,NA,NA,0,NA,NA,NA,4,2.821,2.832,0.166,2722,115,8.11,8.89,143,142,184,169,46,1.296,1,1.19,1,1,1,1,0,1,1,1,1,153,7.876,5.683,7.999,17.399,13,16.355,0.931845597
430,4.43246E+13,transcribed,1845,142.09,1505,115.905,337,25.953,4.362,4,2.63,12,153.75,137,60.923,28.083,31,13.225,3,615,440,214.722,112.333,101,44.813,4,5,1.414,779.086,14,55.649,31.573,19.446,131.786,79.5,90.658,779,656.962,1151,0.57,0.297,0.297,677,0.366,0.257,0.35,297,1.079,0.504,6.095,112,0.365,0.232,0.263,318,1.376,0.82,5.901,9,1.087,0.313,1.784,8,0.569,0.564,0.163,9,0.857,0.831,0.2,1,1.337,1.337,NA,5,0.582,0.457,0.232,2,1.473,1.473,NA,779,175.857,14,12.561,3.133,3.133,2,4.554,4.554,NA,11,14.606,3.088,28.475,0,NA,NA,NA,11,14.606,3.088,28.475,1,6.086,6.086,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1506,117,27.09,43.12,18,18,26,25,6,1.444,1,1.389,1,0,0,0,0,0,0,0,0,23,32.087,23.783,37.236,63.957,49,55.333,0.984290358
431,8.43841E+14,transcribed,2898,227.231,2393,187.634,491,38.499,4.735,4,2.86,36,80.5,57,41.965,13.639,12,8.774,6,483,358.5,105.805,81.833,70.5,29.151,6,5,1.826,765.214,33,23.188,12.417,21.957,87.818,45,113.638,765,495.07,811,0.61,0.352,0.352,313,0.367,0.256,0.345,213,0.521,0.336,0.446,133,1.073,0.866,1.125,434,1.378,1.125,1.16,4,2.598,0.348,3.955,29,0.952,0.385,1.146,30,1.046,0.724,1.095,5,0.393,0.36,0.136,4,0.725,0.499,0.478,4,1.153,0.894,0.565,765,119.331,33,3.616,2.788,2.788,3,2.925,2.721,0.813,3,2.658,2.056,0.88,15,3.597,2.788,1.665,338,4.174,3.835,2.02,1,9.447,9.447,NA,3,3.987,4.208,0.931,26,3.858,2.768,1.984,0,NA,NA,NA,0,NA,NA,NA,3,5.487,5.415,2.48,2393,191,16.63,21.56,64,64,53,48,19,0.828,0,0.75,0,0,0,0,0,0,0,0,0,77,8.974,6.223,9.675,30.169,19,29.944,0.95139607
432,6.82758E+14,transcribed,2576,78.854,2120,64.895,437,13.377,4.744,4,2.873,17,151.529,91,110.722,25.706,18,23.599,6,429.333,322,86.299,72.833,67,19.471,2.833,3,1.067,1960.082,200,9.8,5.574,NA,12.88,10,12.125,1960,1867.823,2223,0.84,0.356,0.356,1252,0.439,0.3,0.481,455,1.541,0.972,2.123,324,0.779,0.288,1.792,391,2.37,1.764,2.808,12,2.434,1.797,2.754,7,3.035,2.795,1.903,10,3.935,3.435,2.238,5,5.47,4.177,3.983,6,1.54,1.64,0.683,5,6.935,5.298,4.133,1960,840.989,200,4.204,2.791,2.791,21,3.23,2.76,1.143,109,3.735,2.578,3.424,26,4.726,2.822,4.628,378,6.662,4.361,5.926,5,4.31,2.658,3.418,5,3.838,3.023,1.644,10,4.807,4.025,1.814,5,5.47,4.177,3.983,2,2.248,2.248,NA,5,8.081,7.229,4.333,2121,66,4.35,8.67,80,79,87,77,22,1.101,1,0.975,1,1,3,2,1,3,3,2,2,87,19.494,10.578,23.449,23.69,15,24.691,0.953840186
433,2.47293E+14,transcribed,1679,105.903,1421,89.63,271,17.093,5.111,4,3.127,20,83.95,68.5,34.99,13.55,13,7.053,5,335.8,280,75.477,54.2,52,11.513,4,4,1.897,951.247,46,20.679,10.72,11.876,36.5,17.5,45.471,951,907.305,1516,0.598,0.313,0.313,884,0.395,0.28,0.342,258,0.43,0.368,0.325,232,0.717,0.423,1.332,248,1.016,0.832,0.904,2,50.098,50.098,NA,17,1.197,0.951,1.192,0,NA,NA,NA,4,1.444,1.38,0.394,7,2.102,2.504,1.405,4,3.804,3.724,0.292,951,275.63,46,5.991,2.744,2.744,10,2.424,2.404,0.373,3,2.716,2.384,0.647,13,4.435,2.862,3.916,219,4.201,3.215,2.942,1,99.835,99.835,NA,1,5.648,5.648,NA,0,NA,NA,NA,0,NA,NA,NA,4,3.132,2.709,0.859,4,4.112,4.052,0.43,1424,101,3.35,10.72,57,53,76,72,24,1.434,1,1.358,1,4,3,3,0,0.75,1,0.75,1,62,10.565,5.37,13.95,22.258,12,29.274,0.945897741
434,5.64684E+14,transcribed,3471,48.254,2866,39.843,595,8.272,4.694,4,2.734,28,123.964,94,42.362,21.25,19.5,9.482,6,578.5,584.5,248.757,99.167,116,51.515,4.667,5.5,2.427,4315.922,228,18.929,7.636,22.283,15.224,9,17.652,4315,4274.143,3375,1.266,0.425,0.425,2043,0.625,0.373,2.813,569,2.904,0.912,10.827,534,1.654,0.345,12.086,555,4.527,1.632,16.518,41,2.011,0.311,7.074,22,1.749,1.377,1.341,20,4.589,2.076,9.005,5,23.542,3.041,26.368,10,1.717,1.387,1.257,5,25.451,7.353,25.964,4315,2553.667,228,11.2,3.519,3.519,34,11.136,3.599,18.949,101,12.304,3.495,23.499,56,11.212,3.927,35.906,533,10.65,5.963,21.048,4,17.232,12.532,15.988,5,3.829,3.111,1.238,19,7.157,4.059,9.507,4,29.265,26.954,26.558,3,3.438,3.128,0.627,5,27.742,8.064,26.729,2867,41,7,10.43,63,59,77,71,19,1.305,1,1.203,1,4,2,2,0,0.5,0.5,0.5,0.5,70,57.514,23.692,78.106,39.714,28,47.521,0.973214286
435,1.81189E+14,transcribed,2930,132.359,2387,107.83,530,23.942,4.404,4,2.175,33,88.788,61,47.438,16.061,13,10.216,6,488.333,330.5,177.869,88.333,76,38.9,5.5,6,1.607,1328.203,37,35.897,18.785,19.804,79.189,32,96.03,1328,1070.411,1426,0.75,0.295,0.295,790,0.388,0.262,0.44,322,0.626,0.323,1.773,118,2.419,0.282,11.2,472,2.407,0.729,6.058,22,0.615,0.247,1.042,28,0.499,0.403,0.305,28,0.777,0.508,0.738,1,2.147,2.147,NA,9,1.531,0.84,1.99,4,3.495,1.795,3.238,1328,488.402,37,13.2,3.862,3.862,8,3.493,2.227,1.995,9,6.892,3.375,8.258,8,29.413,23.89,32.663,451,26.638,12.517,36.405,2,3.886,3.886,NA,0,NA,NA,NA,27,30.691,12.542,39.67,1,2.147,2.147,NA,2,4.522,4.522,NA,4,10.854,6.121,10.754,2394,109,43.16,56.08,37,37,25,21,9,0.676,0,0.568,0,0,0,0,0,0,0,0,0,53,20.453,10.567,25.876,44,19,52.167,0.973496432
436,4.56372E+14,transcribed,2442,207.463,2050,174.16,388,32.963,5.198,5,2.961,21,116.286,90,49.71,18.476,17,9.267,4,610.5,409,368.989,97,77.5,67.576,5.25,4,4.146,706.248,12,58.854,55.049,NA,203.5,176,28.967,706,507.437,1239,0.409,0.272,0.272,837,0.361,0.26,0.374,237,0.416,0.296,0.378,64,0.548,0.28,1.177,357,0.855,0.616,0.702,16,0.593,0.25,0.956,18,0.683,0.416,0.704,18,0.857,0.589,0.702,0,NA,NA,NA,2,1.101,1.101,NA,2,1.214,1.214,NA,706,45.489,12,3.79,2.88,2.88,3,4.718,3.431,2.159,4,2.521,2.548,0.264,2,6.067,6.067,NA,286,7.021,9.507,3.2,2,3.023,3.023,NA,1,3.074,3.074,NA,15,7.37,9.508,3.046,0,NA,NA,NA,0,NA,NA,NA,2,3.044,3.044,NA,2053,176,9.87,14.36,29,29,42,38,14,1.448,1,1.31,1,0,0,0,0,0,0,0,0,36,17.722,9.489,18.848,56.028,30.5,61.002,0.979149632
437,4.85098E+14,transcribed,2797,220.282,2297,180.904,493,38.827,4.511,4,2.447,30,93.233,69,39.731,16.433,16,8.819,5,559.4,364,125.752,98.6,90,26.492,6,6,2.28,761.842,47,16.209,9.248,7.747,59.511,41,57.495,761,520.441,777,0.669,0.304,0.304,304,0.336,0.248,0.439,170,0.529,0.304,0.647,189,0.915,0.584,0.891,445,1.274,0.991,1.035,11,3.054,1.664,3.609,20,0.779,0.533,0.59,19,1.952,0.968,2.157,3,0.792,0.896,0.351,3,1.235,1.04,0.418,2,1.584,1.584,NA,761,179.068,47,3.809,2.616,2.616,1,7.201,7.201,NA,5,3.283,2.6,1.655,24,2.812,2.54,0.795,427,2.899,2.664,0.742,5,5.839,3.833,3.74,0,NA,NA,NA,18,4.049,3.504,2.288,0,NA,NA,NA,0,NA,NA,NA,2,3.428,3.428,NA,2298,184,14.55,21.25,10,9,10,9,2,1.111,0,1,0,1,4,3,1,4,4,3,3,31,22.323,8.086,30.197,71.226,25,99.965,0.993950178
438,9.3299E+14,transcribed,2119,58.853,1775,49.299,333,9.249,5.186,5,3.065,19,111.526,88,44.624,17.526,16,9.377,5,423.8,367,106.573,66.6,76,21.49,3.8,4,1.72,2160.296,139,15.541,6.875,18.319,15.245,12,14.323,2160,2093.198,1776,1.178,0.422,0.422,986,0.736,0.37,5.025,356,2.17,1.024,10.509,303,0.462,0.281,0.416,313,2.71,1.575,11.185,4,66.266,2.527,111.334,13,1.234,0.999,0.747,3,3.266,3.455,1.145,1,2.188,2.188,NA,11,0.729,0.589,0.331,4,1.435,1.134,0.937,2160,1196.729,139,8.609,2.886,2.886,41,7.044,2.392,23.739,69,7.533,3.016,23.089,5,2.621,2.471,0.358,305,4.921,3.684,11.315,2,131.218,131.218,NA,3,2.478,2.534,0.215,3,4.523,4.249,1.009,1,2.188,2.188,NA,0,NA,NA,NA,4,3.387,3.051,0.793,1776,57,13.89,19.55,37,37,67,62,14,1.811,1,1.676,1,0,0,0,0,0,0,0,0,51,31.216,12.396,52.071,33.804,16,41.727,0.963207547
439,9.02776E+14,transcribed,2106,109.458,1713,89.032,374,19.438,4.455,4,2.474,20,105.3,81.5,44.851,18.7,18.5,9.642,5,421.2,362,131.824,74.8,85,30.446,4,4,1.789,1154.412,75,15.392,11.206,NA,28.08,23,23.999,1154,1049.396,1588,0.66,0.36,0.36,748,0.386,0.288,0.338,333,1.048,0.704,1.377,353,0.651,0.476,0.656,341,1.672,1.334,1.489,25,1.008,0.51,2.236,15,0.913,0.561,0.739,14,1.723,1.396,0.794,6,0.792,0.767,0.485,14,2.199,1.189,3.035,4,4.936,2.968,4.901,1154,264.763,75,3.53,2.681,2.681,8,2.7,2.632,0.66,35,3.681,2.681,2.905,14,3.013,2.504,1.272,338,5.324,4.04,3.582,2,7.073,7.073,NA,2,2.571,2.571,NA,14,4.833,3.517,3.424,0,NA,NA,NA,4,5.611,4.136,3.899,4,6.003,4.172,4.275,1714,90,6.28,9.08,40,37,66,60,22,1.784,1,1.622,1,3,2,2,0,0.667,1,0.667,1,57,18.175,8.664,23.055,29.14,15,36.725,0.95683112
440,1.03226E+14,transcribed,2337,72.571,1929,59.901,382,11.862,4.88,4,2.984,19,123,82,60.575,20.105,16,12.69,5,467.4,311,112.654,76.4,67,26.173,3.8,4,0.748,1932.187,144,13.417,8.687,NA,16.229,11,16.646,1932,1893.679,2393,0.791,0.448,0.448,1324,0.562,0.397,0.732,415,1.333,1.051,1.572,363,0.535,0.336,0.699,329,1.857,1.53,1.514,15,1.664,0.901,1.867,14,1.4,1.276,0.912,13,2.758,2.33,1.452,5,1.462,1.588,0.521,7,1.966,2.047,0.57,4,3.241,3.203,1.108,1932,560.211,144,3.89,2.715,2.715,26,3.867,2.73,3.275,60,3.761,2.615,2.971,10,3.817,3.153,1.828,327,4.189,3.882,1.718,3,5.071,5.681,1.543,3,2.864,2.9,0.458,13,4.068,3.501,1.511,1,2.211,2.211,NA,5,2.221,2.088,0.214,4,3.593,3.454,0.76,1930,61,4.03,6.22,149,3,1,1,0,0.123,0,0.123,0,146,18,18,2,0.333,0,0.333,0,158,9.405,6.3345,9.206,11.703,8,10.717,0.917983768
441,6.65967E+14,transcribed,3059,248.943,2525,205.486,530,43.132,4.66,4,2.684,25,122.36,90,59.314,21.2,19,13.282,5,611.8,588,150.566,106,122,28.893,5,6,2.53,737.276,15,49.151,45.48,NA,203.933,172,144.904,737,455.083,1168,0.389,0.257,0.257,569,0.329,0.234,0.796,277,0.35,0.274,0.239,182,0.471,0.264,0.645,493,0.692,0.516,0.606,22,0.855,0.434,1.034,16,0.32,0.261,0.129,19,0.998,0.778,0.657,2,0.356,0.356,NA,7,1.176,0.961,0.724,4,1.962,2.088,0.522,737,60.345,15,4.023,2.225,2.225,3,7.681,2.206,7.777,2,2.124,2.124,NA,4,3.758,3.297,1.85,451,4.199,4.706,1.613,3,3.004,2.225,1.212,0,NA,NA,NA,19,4.138,4.086,1.762,0,NA,NA,NA,1,2.345,2.345,NA,4,4.092,3.629,1.9,2526,207,12.75,23.41,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,13.7,8.9335,17.008,49.36,30.5,64.826,0.983061889
442,4.58252E+14,transcribed,2336,213.358,1958,178.834,374,34.159,5.118,4,2.821,18,129.778,107,39.558,20.778,19.5,7.846,6,389.333,321.5,38.304,62.333,58,12.078,3,3,NA,656.923,4,164.23,226.178,NA,584,511,221.696,656,530.831,1566,0.338,0.272,0.272,925,0.318,0.279,0.152,277,0.357,0.263,0.777,290,0.321,0.263,0.377,354,0.623,0.504,0.777,22,0.506,0.34,0.675,11,0.379,0.288,0.196,12,0.839,0.664,0.437,5,0.893,0.335,1.041,8,0.54,0.439,0.308,5,1.571,1.144,1.124,656,32.699,5,6.539,6.096,6.096,0,NA,NA,NA,1,13,13,NA,1,6.096,6.096,NA,68,6.484,6.344,0.818,1,3.37,3.37,NA,0,NA,NA,NA,2,6.497,6.497,NA,1,2.952,2.952,NA,0,NA,NA,NA,1,2.952,2.952,NA,1958,180,9,12.83,3,2,1,1,0,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,14,45.357,23.1635,45.488,136.714,64.5,138.11,0.998289867
443,8.01023E+14,transcribed,2499,393.352,2040,321.104,455,71.619,4.393,4,2.416,21,119,97,51.913,21.667,22,11.328,4,624.75,490.5,247.555,113.75,112.5,53.751,5.25,5.5,1.479,381.185,5,76.237,66.914,NA,499.8,436,274.982,381,120.015,290,0.413,0.292,0.292,101,0.348,0.231,0.541,78,0.506,0.306,0.615,38,0.328,0.265,0.127,389,0.564,0.508,0.341,5,0.695,0.292,0.874,8,0.356,0.24,0.224,11,0.555,0.549,0.185,0,NA,NA,NA,5,0.301,0.295,0.062,3,0.474,0.446,0.092,381,19.125,5,3.825,3.447,3.447,1,5.523,5.523,NA,2,3.857,3.857,NA,0,NA,NA,NA,2,3.857,3.857,NA,1,2.441,2.441,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,2041,324,12.89,26.29,42,42,41,33,18,0.976,1,0.786,0,0,0,0,0,0,0,0,0,53,6.566,4.308,6.833,37.679,27,36.449,0.96086262
444,6.13416E+14,transcribed,2324,68.389,1943,57.177,382,11.241,4.995,4,3.103,19,122.316,80,62.396,20.105,18,12.256,4,581,447.5,118.669,95.5,81.5,27.023,4.75,4.5,1.479,2038.932,72,28.318,10.327,59.696,32.278,20.5,29.925,2038,1915.354,1698,1.128,0.357,0.357,851,0.421,0.269,0.537,377,2.457,0.446,27.716,287,1.514,0.969,5.385,350,3.93,1.473,29.143,11,1.444,0.6,2.355,16,1.718,1.469,0.783,10,2.381,2.036,0.883,3,1.485,1.335,0.262,6,1.227,1.082,0.613,3,2.551,2.455,0.246,2038,1054.793,72,14.649,2.776,2.776,11,3.482,2.207,2.48,24,30.729,3.534,105.885,18,11.308,2.863,18.869,322,14.971,3.447,35.911,2,5.601,5.601,NA,6,2.589,2.592,0.406,7,4.935,2.944,3.998,0,NA,NA,NA,1,2.135,2.135,NA,3,15.092,5.21,15.223,1945,58,29.47,33.83,73,72,146,135,35,2.028,1,1.875,1,1,0,0,0,0,0,0,0,80,21.938,11.2115,60.595,23.763,21,18.488,0.928632846
